Tanggal,Judul,Pengarang,Abstrak
31/03/2017,Penerapan software product line dalam pengembangan role-playing game,Fariz Abirafdi Benarto,"ABSTRAK Nama : Fariz Abirafdi Benarto Program Studi : Ilmu Komputer Judul : Penerapan Software Product Line dalam Pengembangan Role- playing Game Skripsi ini membahas penerapan Software Product Line (SPL) dalam pengembangan game bergenre RPG (role-playing game). Game yang digunakan sebagai obyek studi kasus dalam skripsi ini adalah Dungeon Crawl Stone Soup. Eksperimen dari penelitian ini dilakukan dengan mengubah struktur source code game dari yang semula tidak menerapkan paradigma berbasis obyek dengan baik menjadi struktur code baru yang menerapkan paradigma berbasis obyek lebih baik agar dapat menerapkan konsep-konsep SPL dengan optimal. Eksperimen dilakukan berdasarkan pada contoh kasus penambahan sebuah entity baru ke dalam game, dan mencoba untuk membuat proses penambahannya lebih efisien. Kata kunci: Software product lines, game development, role-playing game, software engineering"
31/05/2002,Analisa fungsi fitness pada algoritma genetika untuk optimasi JST-BP berdasarkan transformasi karhunen Loeve: studi kasus pada sistem pengenalan citra tumor kulit/ Dewi Puspita Sari,"Sari, Dewi Puspita","""Penelitian terakhir mengenai pengenalan citra tomur kulit, telah berusaha melakukan optimasi terhadap struktur JST-PB yang digunakan dalam pengenalan, dengan menerapkan Algoritma Genetika berbasis transposisi seksual. Hasil dari optimasi tersebut telah mencapai hasil yang memuaskan dimana dengan struktur jaringan yang optimal tersebut dapat dicapai tingkat pengenalan apakah suatu citra tumor termasuk Melamon Malignum atau bukan, sekitar 90; . Pada algoritma Genetika, terdapat variabel bernama fungsi fintness yang sangat menentukan dalam proses evaluasi atau seleksi untuk mancari string individu terbaik. Dalam peneltian tugas akhir ini dilakukan percobaan optimasi menggunakan algoritma Genetika dengan metode pasca pelatihan dan pra pelatihan, untuk mengetahui pengaruh fungsi fitness yang berbeda terhadap peningkatan pengenalan pada sistem pengenalan citra tumor kulit. Untuk itu, 2 (dua) buah fungsi fitness yang berbeda diujicobakan, serta hasilnya dibandingkan. Dari hasil penelitian didapatkan kesimpulan bahwa fungsi fitness tidak mempengaruhi pengenalan sistem pengenalan citra tumor kulit. Selain hasil tersebut, juga diperoleh hasil lain yang menunjukkan bahwa pada kondisi tertentu Algoritma Genetika dapat menurunkan tingkat pengenalan dari JST yang dioptimasinya."""
31/05/2023,"Model Commonsense Reasoning Bahasa Indonesia dengan Pendekatan Intermediate Task, Cross-lingual Transfer Learning, dan Task Recasting",Rocky Arkan Adnan Ahmad,"ABSTRAK Nama : Rocky Arkan Adnan Ahmad Program Studi : Ilmu Komputer Judul : Model Commonsense Reasoning Bahasa Indonesia de- ngan Pendekatan Intermediate Task, Cross-lingual Transfer Learning, dan Task Recasting Model natural language processing (NLP) ditantang tidak hanya memiliki kemampuan mengingat secara statistik, tapi juga dapat melakukan semantic reasoning mendekati kemampuan manusia dalam memahami bahasa. Tugas ini disebut juga sebagai tugas yang menguji penalaran (commonsense reasoning) untuk suatu model. Tugas com- monsense reasoning pada bahasa Indonesia sudah ada, tetapi performa mesin pada tugas tersebut masih terbilang rendah. Penelitian ini mencoba meningkatkan performa mesin dalam tugas commonsense reasoning bahasa Indonesia. Digunakan tiga buah metode, yaitu intermediate-task transfer learning, cross-lingual transfer learning, dan task recasting. Ditemukan kalau intermediate-task transfer learning efektif dilakukan untuk data commonsense reasoning bahasa Indonesia, dengan peningkatan performa di berbagai tugas. Metode cross-lingual transfer learning juga ditemukan sangat efektif dilakukan. Didapatkan performa yang melebihi baseline pada tugas IndoGrad hanya dengan melatih model dalam data bahasa Inggris dan melakukan klasifikasi secara zero-shot pada data bahasa Indonesia. Lalu didapatkan juga performa state-of-the-art (SOTA) baru dalam IndoGrad yaitu 0.803, naik 0.116 dari performa tertinggi penelitian sebelumnya. Performa tersebut dicapai menggunakan model yang dilakukan fine-tuning pada data bahasa Indonesia setelah dilatih dengan data bahasa Inggris. Pada metode task recasting, performa model masih rendah dan didapatkan performa chance pada data uji. Dilakukan juga penjelasan terhadap model dalam menjawab tugas commonsense reasoning bahasa Indonesia. Penjelasan dilakukan dengan visualisasi attention dan probing task. Ditemukan model mendapatkan kenaikan performa dalam probing task ketika performa pada tugas commonsense reasoning juga naik. Ditemukan juga model dapat menjawab dengan benar dengan memberikan attention yang lebih besar ke pada jawaban yang benar dan mengurangi attention pada jawaban yang salah."
31/07/2006,Penerapan item response theory pada adaptive online test system dengan proses estimasi parameter soal: studi kasus tes potensi Akademik/ Puspita Kencana Sari,Puspita Kencana Sari,"Item Response Theory (IRT) sering digunakan dalam pengembangan adaptive test. Teori ini mengukur estimasi ability peserta ujian dari setiap soal (item) yang dijawab oleh peserta ujian. Parameter soal yang digunakan terdiri dari tiga jenis yaitu difficulty, discrimination, dan guessing. Namun, biasanya hanya para ahli (expert) yang dapat memberikan estimasi nilai masing-masing parameter tersebut. Oleh karena itu, dilakukan penelitian tugas akhir ini untuk melakukan perhitungan parameterparameter soal secara otomatis melalui sistem dengan menggunakan algoritma yang sesuai konsep IRT. Selanjutnya, soal-soal tersebut dipergunakan dalam adaptive test system yang telah dikembangkan. Untuk membantu penelitian, dilakukan pengembangan prototype TPA Online Test System. Dalam pengembangan prototype ini, parameter soal yang digunakan hanya dua parameter yaitu difficulty dan discrimination. Soal-soal yang digunakan adalah soal-soal Tes Potensi Akademik (TPA). Tugas akhir ini melibatkan 24 orang responden untuk mengukur estimasi parameter soal. Kemudian, tiga orang peserta ujian dilibatkan untuk menguji coba adaptive online test system. Dari jumlah jawaban benar kemudian dihitung untuk menentukan kelulusan peserta ujian tersebut. Grafik yang diperoleh dari hasil estimasi parameter beberapa soal menunjukkan bahwa probabilitas responden menjawab benar untuk kelompok ability yang lebih tinggi belum tentu lebih besar dari kelompok ability rendah. Hal ini dipengaruhi oleh kesiapan responden dalam menjawab soal-soal TPA. Sedangkan untuk ujicoba adaptive online test, grafik perubahan ability menunjukkan perubahan yang signifikan di awal tes dan konvergen ke suatu nilai tertentu setelah menjawab sejumlah soal yang cukup banyak. Nilai inilah yang dianggap sebagai estimasi ability peserta ujian tersebut. Ketika ujian, terjadi pengulangan soal yang ditampilkan kepada peserta ujian yang disebabkan terbatasnya alternatif soal pada bank soal. Untuk penelitian selanjutnya, sebaiknya responden diberi waktu untuk mempersiapkan diri dan jumlah responden yang lebih banyak agar data observasi lebih valid. Selain menambah bank soal, untuk menghindari pengulangan soal sebaiknya ditambahkan atribut sebagai flag. Penentuan kelulusan bukan hanya dari jumlah jawaban benar, namun perlu juga memperhitungkan estimasi ability peserta ujian."
31/07/2007,Algoritma restorasi warna dalam keadaan minim pencahayaan dengan logika fuzzy dan jaringan saraf tiruan/ Budi Irawan,Budi Irawan,"Tindak kejahatan pada era globalisasi sekarang ini semakin meningkat. Pentingnya penggunaan kamera pengawas juga semakin dirasakan perlu. Dengan adanya penggunaan kamera pengawas ini diharapkan dapat membantu pihak kepolisian dalam mengungkap kejahatan dengan cepat dan juga membantu dalam proses pengawasan. Namun, banyak keterbatasan dari kamera pengawas ini terutama ketika pengambilan citra dalam keadaan gelap atau minim pencahayaan. Padahal situasi gelap seperti ini adalah waktu tepat bagi para pelaku kejahatan melakukan aksinya. Oleh karena itu, penting untuk menemukan suatu cara untuk memecahkan permasalahan ini. Dalam penelitian ini akan dikembangkan algoritma untuk melakukan restorasi citra dari keadaan kurang cahaya atau gelap menjadi citra yang lebih terang dengan menggunakan jaringan saraf tiruan dan logika fuzzy. Penggunaan dua teknik ini didasari dari perkembangan ilmu pengetahuan keduanya yang pesat dan kemampuan yang sudah terbukti dalam memecahkan permasalahan yang berkaitan dengan citra. Algoritma ini nantinya juga akan mengakomodasi permasalahan pada citra yang berada pada intensitas minim pencahayaan yang berbeda-beda. Penentuan algoritma baik itu menggunakan logika fuzzy dan jaringan saraf tiruan mengacu pada beberapa penelitian sebelumnya yaitu algoritma restorasi warna menggunakan color change vector dan juga penelitian-penelitian yang berhubungan dengan logika fuzzy, jaringan saraf tiruan, dan pemrosesan citra. Hasil uji coba memperlihatkan hasil restorasi citra yang memuaskan diukur dari tingkat luminance dari warna tiap pixel baik untuk algoritma fuzzy maupun algoritma jaringan saraf tiruan walaupun teknik yang digunakan berbeda. Algoritma menggunakan logika fuzzy dikembangkan dengan memperhatikan unsur luminance dari warna. Sedangkan, algoritma menggunakan jaringan saraf tiruan dengan melalui proses pelatihan terlebih dahulu. Diharapkan algoritma ini menjadi dasar pengembangan algoritma restorasi selanjutnya dan dapat diintegrasikan dalam sistem kamera pengawas agar dapat berfungsi secara real-time. iii"
31/07/2008,Pengembangan lanjut pengurai morfologi untuk bahasa indonesia berbasiskan morfologi dua tingkat menggunakan XFST dan LEXC/ Femphy Pisceldo,Femphy Pisceldo
31/07/2008,Analisis pola adopsi teknologi 3G pada kalangan mahasiswa Universitas Indonesia berdasarkan model sarker dan wells dengan menggunakan teknik structural equation modeling/ Alida Widianti,Alida Widianti,"Beberapa tahun terakhir, muncul teknologi telekomunikasi baru yang disebut 3G. Secara umum, penggunaan 3G di Indonesia belum meluas dan merata. Melihat perkembangan penggunaan 3G di Indonesia tersebut, peneliti ingin mengetahui faktor yang paling berpengaruh terhadap adopsi 3G pada masyarakat Indonesia dengan mengambil populasi mahasiswa Universitas Indonesia. Pola adopsi 3G dapat diteliti berdasarkan beberapa model adopsi teknologi yang ada. Peneliti memilih Sarkers and Wells Framework sebagai dasar hipotesis penelitian karena model-model adaptasi teknologi yang lain seperti Technology Acceptance Model dan Unified Theory of Acceptance and Use of Technology dinilai hanya menggambarkan teknologi secara umum sehingga kurang mempertimbangkan faktor-faktor khusus sehubungan dengan sifat dari 3G. Peneliti menyusun kuesioner tentang adopsi 3G dari model SEM yang dibangun berdasarkan Sarkers and Wells Framework, kemudian menyebarkannya pada sampel mahasiswa Universitas Indonesia. Proses penyusunan model sampai interpretasi hasil perhitungan dilakukan dengan Structural Equation Modeling. Hasil analisis yang dilakukan menunjukkan bahwa saat ini framework milik Sarker dan Wells yang dimodifikasi oleh penulis untuk menggambarkan adopsi perangkat mobile tidak cocok diterapkan pada adopsi teknologi 3G di Indonesia dengan populasi mahasiswa Universitas Indonesia."
31/07/2008,Penentuan sudut pandang wajah 3 dimensi dengan menggunakan interpolasi spline dan interpolasi linier sebagai fungsi pembentuk garis ciri/ Hadaiq Rolis Sanabila,Hadaiq Rolis Sanabila,"Penelitian ini merupakan kelanjutan dari penelitian sebelumnya yang menggunakan Nearest Feature Line (NFL) sebagai metode klasifikasi penentuan sudut pandang sebuah obyek. Pada penelitian sebelumnya telah ditunjukkan bahwa dengan mengurangi banyaknya garis yang tidak perlu dalam menghubungkan titiktitik ciri dalam ruang eigen mampu meningkatkan tingkat pengenalan sistem. Hal ini disebabkan karena semakin banyak garis ciri yang terbentuk akan menyebabkan semakin besarnya kemungkinan terjadinya kesalahan penentuan sudut pandang. Pada penelitian sebelumnya juga telah dikembangkan klasifikasi sudut pandang dengan menggunakan metode pendekatan sudut presisi. Pendekatan ini mampu meningkatkan tingkat pengenalan sistem bila dibandingkan dengan metode pendekatan sudut pewakil yang telah dikembangkan pada penelitian sebelumnya karena mampu menentukan sudut dari titik uji yang jatuh di perpanjangan garis ciri Sistem penentu sudut pandang ini terdiri dari 2 subsistem yaitu pembentukan ruang ciri dan klasifikasi sudut pandang. Dalam pembentukan ruang ciri, penulis melakukan perbandingan antara pembentukan ruang ciri berdasarkan kelas wajah data pelatihan dan pembentukan ruang ciri berdasarkan kelas wajah data pelatihan dan kelompok sudut horizontal/vertikal yang sama. Sedangkan dalam klasifikasi sudut pandang penulis melakukan perbandingan antara penggunaan interpolasi linier dengan interpolasi spline sebagai fungsi untuk membentuk garis ciri dengan menghubungkan titik-titik ciri yang ada dalam ruang ciri. Dalam penelitian ini penulis menggunakan Bezier spline dan Cardinal spline sebagai interpolasi spline Berdasarkan eksperimen dalam penelitian ini, pembentukan ruang ciri berdasarkan kelas wajah data pelatihan atau pembentukan ruang ciri berdasarkan kelas wajah data pelatihan dan kelompok sudut horizontal/vertikal yang sama tidak mempengaruhi tingkat pengenalan sistem secara signifikan. Hal ini disebabkan karena perbedaan proporsi kumulatif yang digunakan pada proses pembentukan setiap ruang ciri. Namun penggunaan jenis interpolasi sebagai fungsi pembentuk garis ciri mempengaruhi tingkat pengenalan sistem. Dengan menggunakan interpolasi spline pengenalan sistem penentu sudut pandang dapat meningkat bila dibandingkan dengan menggunakan interpolasi linier. Kata kunci : Penentuan Sudut Pandang, Interpolasi Spline, NFL, Garis Ciri"
31/07/2008,Automatic english to indonesian lexical mapping using latent semantic analysis/ Eliza Margaretha,Eliza Margaretha,"WordNet (Fellbaum, 1998) adalah suatu lexical resource yang kaya akan informasi linguistik yang sangat bermanfaat bagi berbagai macam aplikasi, khususnya aplikasiaplikasi yang berhubungan dengan linguistik, pemrosesan bahasa alami, dan kecerdasan buatan. Dewasa ini, WordNet telah dibangun untuk lebih dari 40 bahasa, tetapi WordNet untuk bahasa Indonesia belum tersedia. Oleh karena pengembangan WordNet secara manual membutuhkan sumber daya yang tidak sedikit, penelitian yang dipaparkan dalam laporan tugas akhir ini bermaksud untuk membangun WordNet secara otomatis. Penelitian ini mencoba untuk membuat synset (synonym set) untuk bahasa Indonesia dengan melakukan pemetaan konsep dwibahasa secara otomatis antara konsep bahasa Inggris yang diambil dari Princeton WordNet dan konsep bahasa Indonesia yang diambil dari Kamus Besar Bahasa Indonesia (KBBI). Tugas lain, yaitu pemetaan kata dwibahasa, diperkenalkan untuk memetakan kata-kata bahasa Inggris ke kata-kata bahasa Indonesia secara otomatis. Kedua pemetaan tersebut dilakukan dengan mengaplikasikan metode Latent Semantic Analysis (Landauer, Foltz, & Laham, 1998) pada korpora paralel berupa teks. Awalnya, pemetaan kata dwibahasa dimaksudkan untuk melakukan verifikasi proses di balik pemetaan konsep dwibahasa. Namun, hasil pemetaan kata tidak memuaskan karena performa model kemiripan vektor lebih baik dari pada model LSA. Di sisi lain, hasil dari pemetaan konsep dwibahasa, menunjukkan kemampuan LSA untuk menangkap informasi semantik yang terkandung secara implisit dalam suatu korpus parallel. Walaupun LSA belum berhasil mencapai tingkat yang setara dengan pemetaan yang dilakukan manusia, secara umum LSA lebih baik dari pada random baseline."
31/07/2008,Sistem pengaturan lalu lintas terdistribusi dengan menggunakan nonlinear coupled oscillator/ Abdul Arfan,Abdul Arfan,"Persimpangan merupakan hal yang tak terhindarkan pada lalu lintas sebuah kota. Pengaturan arus lalu lintas pada persimpangan menggunakan sinyal berupa lampu lalu lintas yang berfungsi untuk mengatur arus sehingga tidak terjadi konflik pada persimpangan. Pengaturan pada pergantian sinyal tersebut dapat sangat berpengaruh dalam kelancaran arus kendaraan yang melewati persimpangan. Semakin sering kendaraan berhenti di suatu persimpangan maka jalan akan semakin padat dan dapat mengurangi laju kendaraan pada jalan. Oleh sebab itu algoritma pengaturan sinyal diperlukan untuk mendukung lancarnya arus kendaraan lalu lintas. Saat ini telah banyak penelitian yang dilakukan berkaitan dengan optimisasi ini. Penelitian-penelitian tersebut melakukan optimisasi yang bersifat centralized atau terpusat. Sistem yang bersifat centralized ini mengambil informasi dari tiap lampu lalu lintas dan mengaturnya secara terpusat. Pengaturan semacam ini memiliki kelebihan yaitu dapat mengolah informasi yang lebih kaya karena input yang didapat adalah berupa keadaan dari lampu lalu lintas secara keseluruhan. Namun jika pengaturan ini melibatkan lampu lalu lintas dalam jumlah besar maka pengaturan yang terpusat ini membutuhkan bandwith yang besar agar dapat bekerja real time. Dalam penelitian ini pengaturan lampu lalu lintas dilakukan secara terdistribusi, yaitu informasi yang didapat dari lampu lalu lintas hanya didapatkan dari lampu lalu lintas disekitarnya. Pengaturan yang terdistribusi memungkinkan pengaturan lampu lalu lintas secara dinamis dan mengoptimalkan kinerja lampu lalu lintas tersebut[1]. Hasil yang didapatkan oleh penulis menunjukkan bahwa pada sebagian besar kasus, pengaturan sistem lalu lintas yang menggunakan algoritma yang tersinkronisasi lebih baik daripada yang acak."
31/07/2008,Modifikasi particle swarm optimization untuk pencarian banyak sumber asap dengan visualisasi,Aditya Nugraha,"Judul : Modifikasi Particle Swarm Optimization Untuk Pencarian Banyak Sumber Asap Dengan Visualisasi Sistem pendeteksian sumber asap merupakan hal yang penting untuk perusahaanperusahaan khususnya yang bergerak di bidang pertambangan. Salah satu cara pencarian sumber asap dilakukan dengan penciuman anjing terlatih. Namun, cara ini memiliki kekurangan yang berkaitan dengan kondisi kesehatan dan perasaan anjing tersebut sebagai agen pencari sumber asap. Masalah bertambah besar jika sumber asap yang akan dicari mengeluarkan asap beracun. Penelitian ini merupakan lanjutan dari penelitian yang telah dilakukan oleh peneliti-peneliti sebelumnya. Penelitian terdahulu mendeteksi sumber asap dengan bantuan robot-robot pendeteksi bau yang bekerja dengan algoritma modifikasi PSO. Akan tetapi, penelitian terdahulu hanya mampu mendeteksi satu sumber asap. Ketika ada beberapa sumber asap, hasilnya menjadi tidak efisien atau malah sama sekali gagal menemukan sumber-sumber asap tersebut. Di sini penulis akan mencoba melanjutkan penelitian tersebut dengan tambahan beberapa sumber asap. Dengan permasalahan pencarian beberapa sumber asap, metode pencarian pun diubah. Penelitian ini melakukan modifikasi yang diperlukan untuk menangani permasalahan pencarian banyak sumber asap dengan memodifikasi algoritma PSO (MPSO) karena algoritma PSO standar hanya ditujukan untuk menangani masalah dengan satu solusi. Penelitian ini ditujukan untuk mengatasi masalah pencarian banyak sumber asap dengan beberapa alternatif solusi yang menggunakan algoritma Sequential PSO Niching, Parallel PSO Niching atau Quasi-Sequential Niching. Hasil dari penelitian ini menunjukan bahwa metode yang telah dikembangkan memberikan hasil yang cukup menjanjikan. Pada beberapa keadaan tertentu, seperti pencarian pada daerah yang memiliki ruang pencarian yang besar dan sumber yang sangat banyak, metode MPSO yang dikembangkan ini memberikan hasil yang cukup baik."
31/07/2008,Implementasi algoritma clustering (Cobweb dan iterate) sebagai bagian dari data mining algorithms collection,Adolf Pandapotan,"Implementasi Algoritma Clustering (Cobweb dan Iterate) Sebagai Bagian Dari Data Mining Algorithms Collection Tujuan Tugas Akhir ini adalah mengimplementasikan algoritma clustering (sebagai bagian dari Data Mining Algorithms Collection) menggunakan bahasa pemrograman C++. Ada 2 algoritma clustering yang diimplementasikan yaitu Cobweb dan Iterate. Uji coba dilakukan dengan membandingkan kecepatan eksekusi dari implementasi Cobweb dengan Cobweb pada WEKA dan implementasi Iterate, serta membandingkan kualitas partisi implementasi Cobweb dengan Cobweb pada WEKA dan implementasi Iterate. Ada 2 jenis data uji coba yaitu dataset kecil dan dataset besar. Hasil uji coba menunjukan algoritma Cobweb pada WEKA bukan algoritma Cobweb murni, waktu eksekusi Cobweb implementasi lebih cepat dari WEKA namun lebih lambat dari Iterate implementasi, urutan data berpengaruh terhadap hasil Cobweb, dan kualitas Iterate lebih baik dari Cobweb."
31/07/2008,Penerapan analytic hierarchy process dalam sistem penunjang keputusan pemilihan obat (SIPEBAT)/ Fahrurrozi,Fahrurrozi,"Obat merupakan hal yang sangat penting bagi institusi kesehatan, baik itu rumah sakit, klinik maupun puskesmas. Pemilihan obat yang digunakan juga menentukan kualitas sebuah institusi kesehatan, namun banyaknya jumlah obat yang beredar sering membingungkan rumah sakit dalam memilih obat yang terbaik untuk digunakan. Hal ini dikarenakan pemilihan obat yang ingin digunakan bukan hanya berdasarkan harga saja, melainkan beberapa kriteria lain yang cukup kompleks. Pemilihan berdasarkan rekomendasi dokter membuat jumlah obat yang harus digunakan semakin banyak sehingga menambah masalah baru dalam biaya pengadaan obat. Sistem Informasi Pemilihan Obat (SIPEBAT ) adalah suatu sistem penunjang keputusan yang bertujuan untuk memilih obat terbaik sesuai dengan kriteria tertentu. Sistem ini memetakan kriteria pemilihan obat menjadi sebuah hirarki, dimana masing-masing hirarki akan dilakukan pairwise comparison, yaitu perbandingan berpasangan antarkriteria, sehingga didapat perbandingan kepentingan relatif antara kriteria satu dengan yang lain. Hasil dari perbandingan ini kemudian dianalisa untuk mendapatkan prioritas dari masing-masing kriteria. Setelah selesai lalu dilakukan penilaian terhadap alternatif obat yang ingin dibandingkan dan dihitung untuk mendapatkan prioritas obat terbaik sesuai kriteria yang telah ditetapkan. Dengan sistem ini proses pemilihan obat terbaik akan lebih mudah sehingga penilaian yang dilakukan lebih objektif dan konsisten. Dengan ini tentunya akan didapatkan solusi yang sesuai dengan kriteria pemilihan obat terbaik. Laporan tugas akhir ini berisi tentang hasil penelitian mengenai penerapan metode analytic hierarchy process dalam suatu sistem penunjang keputusan pemilihan obat. Hasil pengujian menunjukkan bahwa solusi yang dihasilkan cukup akurat, terbukti bahwa solusi yang dihasilkan sistem mendekati pemikiran manusia. Hal ini menunjukkan sistem yang dibuat sudah cukup akurat dan dapat digunakan untuk menunjang keputusan pemilihan obat di rumah sakit. v"
31/07/2008,Sistem pengenalan wajah menggunakan metode voting berbasis eigenface dan jarak euclidean/ Verra Mukty,Verra Mukty,"Tugas Akhir ini membahas pengembangan sistem pengenalan wajah yang menggunakan metode Voting. Pada sistem ini digunakan metode Eigenface untuk melakukan ekstraksi ciri wajah, dan metode Jarak Euclidean untuk mengukur tingkat kemiripan antar citra wajah. Berdasarkan hasil pengamatan dari penggunaan metode Eigenface dan Jarak Euclidean tersebut, belum tentu citra wajah yang memiliki Jarak Euclidean terkecil adalah milik subyek yang sama dengan citra wajah input. Pada tugas akhir ini dikembangkan metode Voting untuk mengolah n-top citra wajah hasil. Melalui metode Voting, setiap citra wajah pada n-top citra wajah hasil akan memberikan kontribusi nilai pada subyek, dan subyek yang memiliki nilai terbesar akan keluar sebagai hasil."
31/07/2008,Perolehan informasi musik poliponik berdasarkan isi untuk lagu daerah indonesia/ Aurora Marsye,Aurora Marsye,"""Teknologi perekaman suara dan media penyimpanan informasi dijital memfasilitasi pesatnya pertumbuhan jumlah data musik yang ada saat ini. Terlebih lagi dengan kecanggihan teknologi jaringan komputer saat ini, pengguna internet dapat saling menukar koleksi musik hingga terkumpul jutaan data musik seperti koleksi yang dimiliki oleh situs layanan unduh musik. Pengorganisasian sejumlah besar data musik bukanlah hal yang mudah. Berkenaan dengan hal ini, perolehan informasi musik yang efektif menjadi suatu kebutuhan tersendiri. Beberapa studi mulai meneliti perolehan informasi musik lagu tradisional namun belum banyak penelitian yang meneliti perolehan informasi musik daerah Indonesia. Hal ini memotivasi penulis untuk meneliti perolehan informasi musik poliponik berdasarkan isi menggunakan pendekatan sederhana yang melibatkan informasi poliponik secara keseluruhan dan efektif dengan pengujian terhadap lagu daerah Indonesia. Perolehan informasi musik yang dilakukan pada penelitian ini menggunakan tahapan ekstraksi melodi dokumen musik dan kueri pengguna, pembuatan representasi teks informasi musik, pengindeksan, dan pengukuran kemiripan. Metode utama yang dibandingkan pada eksperimen adalah pengukuran kemiripan dengan pencocokan pola dan penggunaan sistem perolehan informasi teks. Koleksi yang digunakan pada eksperimen adalah 2158 musik poliponik dalam format MIDI dengan 191 lagu daerah Indonesia termasuk di dalamnya. Lima kelompok kueri dirancang dengan masing-masing terdiri dari 30 kueri monoponik lagu daerah Indonesia. Variasi kueri yang digunakan pada eksperimen adalah panjang kueri, posisi kueri, dan jenis proses pembuatan kueri. Hasil eksperimen metode pencocokan pola dan penggunaan sistem perolehan informasi teks terhadap variasi kueri tersebut memberikan hasil sebagai berikut: penggunaan kueri panjang memberikan hasil yang lebih baik daripada kueri pendek; pemilihan posisi kueri tidak berpengaruh pada pengindeksan lagu penuh namun kueri yang dipilih dari awal lagu memberikan hasil yang lebih baik pada pengindeksan lagu sebagian; penggunaan kueri yang dibuat dengan piano virtual memberikan hasil yang hampir sama baiknya dengan kueri yang diambil langsung dari dokumen relevan; panjang kueri yang efektif adalah 14 not. Berdasarkan hasil eksperimen yang mencakup variasi metode pengindeksan, pengukuran kemiripan, dan keragaman kueri, terlihat bahwa metode pencocokan pola dan penggunaan sistem perolehan informasi teks merupakan dua metode yang sama baiknya dan efektif untuk perolehan informasi musik."""
31/07/2013,Perancangan surface gesture untuk 3D manipulation dengan metode participatory design,Muhammad Husein,"Surface gesture sebagai salah satu input control yang ada pada multi-touch device (e.g. tablet) menawarkan kelebihan direct manipulation terhadap objek grafis yang berada di dalamnya. Namun kelebihan tersebut tidak berlaku jika aplikasi menggunakan grafis tiga dimensi. Hal ini disebabkan oleh perbedaan degree of freedom (DOF) antara layar dengan environment yang ada di aplikasi. Banyak penelitian yang telah dilakukan untuk memberikan solusi terkait masalah tersebut, namun kurang menjadikan user sebagai pertimbangan utama. Gesture tersebut dirancang oleh profesional dibidang HCI dan peneliti yang cenderung lebih mengutamakan ease of automatic recognition.Penelitian ini mencoba memberikan solusi rancangan surface gesture untuk 3D manipulation pada multi-touch device, khususnya tablet. Surface gesture dirancang berdasarkan rancangan yang diajukan oleh user (participatory design) dengan ikut mempertimbangkan keterbatasan sistem. Rancangan surface gesture ini diharapkan menjadi jalan tengah antara ease of recognition (sistem) dan ease of use (user)."
31/07/2013,Analisis faktor pengaruh kepuasan dan adopsi masyarakat terhadap implementasi e-government di kota Depok,Joyend,"Dalam era informasi ini, pemanfaatan informasi, komunikasi, dan teknologi (ICT) berkembang dalam berbagai bidang. Munculnya ICT telah menyediakan sarana komunikasi yang lebih cepat, baik dan efisien. Penerapan ICT dalam pemerintahan dikenal dengan istilah e-government. E-government saat ini juga diterapkan di Kota Depok, sebagai salah satu kota di Indonesia. Depok Cyber City yang mulai dicanangkan sejak tahun 2012 2016 merupakan program yang mencakup pengembangan e-government di Kota Depok. Program tersebut menjadi salah satu faktor dari tiga faktor utama yang ditinjau pada penelitian ini. Selain program pemerintahan, kualitas website berupa tampilan website, kualitas layanan, dan kualitas informasi yang disampaikan juga menjadi faktor lainnya. Faktor terakhir yang mempengaruhi kepuasan dan adopsi masyarakat adalah persepsi pengguna yaitu masyarakat Kota Depok. Ketiga faktor itu dikembangkan menjadi sebuah model yang kemudian akan diuji menggunakan SEM dengan tools AMOS. Melalui hasil analisis dari pengujian model, maka didapatkan kesimpulan bahwa faktor kualitas website, khususnya kualitas layanan dan informasi menjadi faktor yang mempengaruhi kepuasan masyarakat terhadap e-government di Depok. Faktor kualitas website khususnya kualitas layanan juga mempengaruhi adopsi masyarakat. Selain kualitas layanan, faktor program pemerintah dalam hal ini program Depok Cyber City juga turut andil dalam mempengaruhi adopsi. Melalui penelitian ini, pemerintah Kota Depok dapat mengetahui faktor mana yang perlu diperhatikan dalam mengembangkan e-government selanjutnya."
